"ID","Gemeinde_de","Gemeinde_fr","Gemeinde_it","Text_de","Text_fr","Text_it","Tabelle_de","Tabelle_fr","Tabelle_it","Staerkste_Partei"
1201,"Altdorf UR","Altdorf (UR)","Altdorf UR","In Altdorf UR zieht der Kandidat oder die Kandidatin der <b>Mitte</b> die meisten Stimmen auf sich, und zwar 877. Weitere Parteien/Listen kommt mit ihrem Bewerber respektive ihrer Bewerberin auf 105 Stimmen.<br><br>Die Gemeinde Altdorf ist der Wohnort des im Kanton gewählten Nationalrates <b>Simon Stadler (<b>Mitte</b>)</b>","Le candidat ou le candidate du <b>Centre</b> obtient le meilleur score à Altdorf (UR) avec 877 voix. Sa formation est suivie par le candidat du Divers avec 105 voix.<br><br><b>Simon Stadler (<b>Centre</b>)</b>, conseiller national du canton élu, habite dans cette commune.","Il partito <b>Centro</b> vince a Altdorf UR con il 89,3% dei voti. Il altri partiti/liste raggiunge il 10,7% dei voti.<br><br>Altdorf è il comune di residenza del consigliere nazionale eletto nel cantone <b>Simon Stadler (<b>Centro</b>)</b>","tab_h$tr£$td£Mitte$/td£tab_r1134tab_r2#f39f5etab_r3$td£$b£89.3%$/b£$/td£§+55.3$/td£$/tr£$tr£$td£weitere$/td£tab_r116tab_r2#bebebetab_r3$td£$b£10.7%$/b£$/td£§+8.4$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£3'587$/b£$br£Wahlbeteiligung: $b£53.0%$/b£ (+2.2%)","tab_h_fr$tr£$td£Centre$/td£tab_r1134tab_r2#f39f5etab_r3$td£$b£89.3%$/b£$/td£§+55.3$/td£$/tr£$tr£$td£Divers$/td£tab_r116tab_r2#bebebetab_r3$td£$b£10.7%$/b£$/td£§+8.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£3'587$/b£$br£Taux de participation: $b£53.0%$/b£ (+2.2%)","tab_h_it$tr£$td£Centro$/td£tab_r1134tab_r2#f39f5etab_r3$td£$b£89.3%$/b£$/td£§+55.3$/td£$/tr£$tr£$td£altro$/td£tab_r116tab_r2#bebebetab_r3$td£$b£10.7%$/b£$/td£§+8.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£3'587$/b£$br£Tasso di partecipazione: $b£53.0%$/b£ (+2.2%)","Mitte"
1202,"Andermatt UR","Andermatt (UR)","Andermatt UR","In Andermatt kann die <b>Mitte</b> mit 93,2 Prozent den Sieg für sich beanspruchen, während weitere Parteien/Listen mit ihrem Kandidaten oder ihrer Kandidatin 6,8 Prozent verbucht.<br><br>","Le <b>Centre</b> est vainqueur à Andermatt avec 93,2 % des voix. Les petits partis et les candidats indépendants totalise 6,8 % des suffrages.<br><br>","La persona candidata del partito <b>Centro</b> finisce prima a Andermatt con il 93,2% dei voti. Il altri partiti/liste ottiene il 6,8% dei voti con la sua persona candidata.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1140tab_r2#f39f5etab_r3$td£$b£93.2%$/b£$/td£§+54.9$/td£$/tr£$tr£$td£weitere$/td£tab_r110tab_r2#bebebetab_r3$td£$b£6.8%$/b£$/td£§+3.5$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£417$/b£$br£Wahlbeteiligung: $b£46.2%$/b£ (+3.4%)","tab_h_fr$tr£$td£Centre$/td£tab_r1140tab_r2#f39f5etab_r3$td£$b£93.2%$/b£$/td£§+54.9$/td£$/tr£$tr£$td£Divers$/td£tab_r110tab_r2#bebebetab_r3$td£$b£6.8%$/b£$/td£§+3.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£417$/b£$br£Taux de participation: $b£46.2%$/b£ (+3.4%)","tab_h_it$tr£$td£Centro$/td£tab_r1140tab_r2#f39f5etab_r3$td£$b£93.2%$/b£$/td£§+54.9$/td£$/tr£$tr£$td£altro$/td£tab_r110tab_r2#bebebetab_r3$td£$b£6.8%$/b£$/td£§+3.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£417$/b£$br£Tasso di partecipazione: $b£46.2%$/b£ (+3.4%)","Mitte"
1203,"Attinghausen UR","Attinghausen (UR)","Attinghausen UR","In der Gemeinde Attinghausen gewinnt der <b>Mitte</b>-Kandidat respektive die <b>Mitte</b>-Kandidatin mit 229 Stimmen, während der Kandidat/die Kandidatin der weitere neun Stimmen erhält.<br><br>","Le <b>Centre</b> peut revendiquer la victoire à Attinghausen avec 96,2 % des voix, tandis que les petits partis et les candidats indépendants réunit avec son candidat ou sa candidate 3,8 %.<br><br>","La persona candidata del partito <b>Centro</b> ottiene il miglior punteggio con 229 voti a Attinghausen. È seguita da quella del altri partiti/liste con nove voti.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1144tab_r2#f39f5etab_r3$td£$b£96.2%$/b£$/td£§+48.3$/td£$/tr£$tr£$td£weitere$/td£tab_r16tab_r2#bebebetab_r3$td£$b£3.8%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£652$/b£$br£Wahlbeteiligung: $b£51.6%$/b£ (+2.8%)","tab_h_fr$tr£$td£Centre$/td£tab_r1144tab_r2#f39f5etab_r3$td£$b£96.2%$/b£$/td£§+48.3$/td£$/tr£$tr£$td£Divers$/td£tab_r16tab_r2#bebebetab_r3$td£$b£3.8%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£652$/b£$br£Taux de participation: $b£51.6%$/b£ (+2.8%)","tab_h_it$tr£$td£Centro$/td£tab_r1144tab_r2#f39f5etab_r3$td£$b£96.2%$/b£$/td£§+48.3$/td£$/tr£$tr£$td£altro$/td£tab_r16tab_r2#bebebetab_r3$td£$b£3.8%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£652$/b£$br£Tasso di partecipazione: $b£51.6%$/b£ (+2.8%)","Mitte"
1205,"Bürglen UR","Bürglen (UR)","Bürglen UR UR","Mit 96,4 Prozent der Stimmen steht in Bürglen UR die Kandidatin respektive der Kandidat der <b>Mitte</b> an der Spitze. Weitere Parteien/Listen sammelt mit ihrem Bewerber oder ihrer Bewerberin 3,6 Prozent.<br><br>","Le candidat ou le candidate du <b>Centre</b> obtient le meilleur score à Bürglen (UR) avec 645 voix. Sa formation est suivie par le candidat du Divers avec 24 voix.<br><br>","La persona candidata del partito <b>Centro</b> si classifica al primo posto a Bürglen UR con 645 voti. la persona candidata del altri partiti/liste ottiene 24 voti.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1145tab_r2#f39f5etab_r3$td£$b£96.4%$/b£$/td£§+57.4$/td£$/tr£$tr£$td£weitere$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.6%$/b£$/td£§+2.5$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£1'558$/b£$br£Wahlbeteiligung: $b£54.4%$/b£ (+10.1%)","tab_h_fr$tr£$td£Centre$/td£tab_r1145tab_r2#f39f5etab_r3$td£$b£96.4%$/b£$/td£§+57.4$/td£$/tr£$tr£$td£Divers$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.6%$/b£$/td£§+2.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'558$/b£$br£Taux de participation: $b£54.4%$/b£ (+10.1%)","tab_h_it$tr£$td£Centro$/td£tab_r1145tab_r2#f39f5etab_r3$td£$b£96.4%$/b£$/td£§+57.4$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.6%$/b£$/td£§+2.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'558$/b£$br£Tasso di partecipazione: $b£54.4%$/b£ (+10.1%)","Mitte"
1206,"Erstfeld UR","Erstfeld (UR)","Erstfeld UR","In Erstfeld erreicht die Kandidatin respektive der Kandidat der <b>Mitte</b> mit 373 am meisten Stimmen. Dahinter folgt der respektive die Kandidierende der weitere mit 27 Stimmen.<br><br>","Avec 373, le candidat ou la candidate du <b>Centre</b> arrive en tête dans la commune d'Erstfeld. Son adversaire du Divers arrive en deuxième position (27 voix).<br><br>","La persona candidata del partito <b>Centro</b> si classifica al primo posto a Erstfeld con 373 voti. la persona candidata del altri partiti/liste ottiene 27 voti.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1140tab_r2#f39f5etab_r3$td£$b£93.3%$/b£$/td£§+51.5$/td£$/tr£$tr£$td£weitere$/td£tab_r110tab_r2#bebebetab_r3$td£$b£6.8%$/b£$/td£§+4.8$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£1'144$/b£$br£Wahlbeteiligung: $b£47.7%$/b£ (+3.2%)","tab_h_fr$tr£$td£Centre$/td£tab_r1140tab_r2#f39f5etab_r3$td£$b£93.3%$/b£$/td£§+51.5$/td£$/tr£$tr£$td£Divers$/td£tab_r110tab_r2#bebebetab_r3$td£$b£6.8%$/b£$/td£§+4.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'144$/b£$br£Taux de participation: $b£47.7%$/b£ (+3.2%)","tab_h_it$tr£$td£Centro$/td£tab_r1140tab_r2#f39f5etab_r3$td£$b£93.3%$/b£$/td£§+51.5$/td£$/tr£$tr£$td£altro$/td£tab_r110tab_r2#bebebetab_r3$td£$b£6.8%$/b£$/td£§+4.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'144$/b£$br£Tasso di partecipazione: $b£47.7%$/b£ (+3.2%)","Mitte"
1207,"Flüelen UR","Flüelen (UR)","Flüelen UR","In der Gemeinde Flüelen gewinnt der <b>Mitte</b>-Kandidat respektive die <b>Mitte</b>-Kandidatin mit 282 Stimmen, während der Kandidat/die Kandidatin der weitere 37 Stimmen erhält.<br><br>","Le candidat ou la candidate du <b>Centre</b> finit en tête à Flüelen avec 88,4 % des voix. Au deuxième rang, les petits partis et les candidats indépendants réalise 11,6 % avec son candidat (ou sa candidate).<br><br>","La persona candidata del partito <b>Centro</b> ottiene il maggior numero di voti (282) a Flüelen. Il altri partiti/liste riceve 37 voti con la sua persona candidata.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1133tab_r2#f39f5etab_r3$td£$b£88.4%$/b£$/td£§+55.7$/td£$/tr£$tr£$td£weitere$/td£tab_r117tab_r2#bebebetab_r3$td£$b£11.6%$/b£$/td£§+7.6$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£731$/b£$br£Wahlbeteiligung: $b£52.6%$/b£ (+5.0%)","tab_h_fr$tr£$td£Centre$/td£tab_r1133tab_r2#f39f5etab_r3$td£$b£88.4%$/b£$/td£§+55.7$/td£$/tr£$tr£$td£Divers$/td£tab_r117tab_r2#bebebetab_r3$td£$b£11.6%$/b£$/td£§+7.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£731$/b£$br£Taux de participation: $b£52.6%$/b£ (+5.0%)","tab_h_it$tr£$td£Centro$/td£tab_r1133tab_r2#f39f5etab_r3$td£$b£88.4%$/b£$/td£§+55.7$/td£$/tr£$tr£$td£altro$/td£tab_r117tab_r2#bebebetab_r3$td£$b£11.6%$/b£$/td£§+7.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£731$/b£$br£Tasso di partecipazione: $b£52.6%$/b£ (+5.0%)","Mitte"
1208,"Göschenen UR","Göschenen (UR)","Göschenen UR","Der Kandidat oder die Kandidatin der <b>Mitte</b> setzt sich in Göschenen mit einem Anteil von 88,1 Prozent der Stimmen an die Spitze. Weitere Parteien/Listen macht mit ihrem Kandidaten oder ihrer Kandidatin 11,9 Prozent.<br><br>","Le candidat ou le candidate du <b>Centre</b> obtient le meilleur score à Göschenen avec 52 voix. Sa formation est suivie par le candidat du Divers avec sept voix.<br><br>","La persona candidata del partito <b>Centro</b> si classifica al primo posto a Göschenen con 52 voti. la persona candidata del altri partiti/liste ottiene sette voti.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1132tab_r2#f39f5etab_r3$td£$b£88.1%$/b£$/td£§+52.7$/td£$/tr£$tr£$td£weitere$/td£tab_r118tab_r2#bebebetab_r3$td£$b£11.9%$/b£$/td£§+8.3$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£128$/b£$br£Wahlbeteiligung: $b£46.0%$/b£ (-2.3%)","tab_h_fr$tr£$td£Centre$/td£tab_r1132tab_r2#f39f5etab_r3$td£$b£88.1%$/b£$/td£§+52.7$/td£$/tr£$tr£$td£Divers$/td£tab_r118tab_r2#bebebetab_r3$td£$b£11.9%$/b£$/td£§+8.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£128$/b£$br£Taux de participation: $b£46.0%$/b£ (-2.3%)","tab_h_it$tr£$td£Centro$/td£tab_r1132tab_r2#f39f5etab_r3$td£$b£88.1%$/b£$/td£§+52.7$/td£$/tr£$tr£$td£altro$/td£tab_r118tab_r2#bebebetab_r3$td£$b£11.9%$/b£$/td£§+8.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£128$/b£$br£Tasso di partecipazione: $b£46.0%$/b£ (-2.3%)","Mitte"
1209,"Gurtnellen UR","Gurtnellen (UR)","Gurtnellen UR","In Gurtnellen setzt sich der Kandidat respektive die Kandidatin der <b>Mitte</b> mit 76 Stimmen an die Spitze. Der Kandidat oder die Kandidatin der weitere kommt auf zwei Stimmen.<br><br>","Avec 76, le candidat ou la candidate du <b>Centre</b> arrive en tête dans la commune de Gurtnellen. Son adversaire du Divers arrive en deuxième position (2 voix).<br><br>","La persona candidata del partito <b>Centro</b> ottiene il maggior numero di voti (76) a Gurtnellen. Il altri partiti/liste riceve due voti con la sua persona candidata.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1146tab_r2#f39f5etab_r3$td£$b£97.4%$/b£$/td£§+61.9$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£176$/b£$br£Wahlbeteiligung: $b£45.8%$/b£ (+3.9%)","tab_h_fr$tr£$td£Centre$/td£tab_r1146tab_r2#f39f5etab_r3$td£$b£97.4%$/b£$/td£§+61.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£176$/b£$br£Taux de participation: $b£45.8%$/b£ (+3.9%)","tab_h_it$tr£$td£Centro$/td£tab_r1146tab_r2#f39f5etab_r3$td£$b£97.4%$/b£$/td£§+61.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£176$/b£$br£Tasso di partecipazione: $b£45.8%$/b£ (+3.9%)","Mitte"
1210,"Hospental UR","Hospental (UR)","Hospental UR","Der Kandidat oder die Kandidatin der <b>Mitte</b> setzt sich in Hospental mit einem Anteil von 96,6 Prozent der Stimmen an die Spitze. Weitere Parteien/Listen macht mit ihrem Kandidaten oder ihrer Kandidatin 3,4 Prozent.<br><br>","Le candidat ou la candidate du <b>Centre</b> finit en tête à Hospental avec 96,6 % des voix. Au deuxième rang, les petits partis et les candidats indépendants réalise 3,4 % avec son candidat (ou sa candidate).<br><br>","La persona candidata del partito <b>Centro</b> finisce primo a Hospental con 28 voti. Quella del altri partiti/liste si classifica secondo con uno voti.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1145tab_r2#f39f5etab_r3$td£$b£96.6%$/b£$/td£§+51.3$/td£$/tr£$tr£$td£weitere$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.4%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£51$/b£$br£Wahlbeteiligung: $b£41.5%$/b£ (+4.7%)","tab_h_fr$tr£$td£Centre$/td£tab_r1145tab_r2#f39f5etab_r3$td£$b£96.6%$/b£$/td£§+51.3$/td£$/tr£$tr£$td£Divers$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.4%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£51$/b£$br£Taux de participation: $b£41.5%$/b£ (+4.7%)","tab_h_it$tr£$td£Centro$/td£tab_r1145tab_r2#f39f5etab_r3$td£$b£96.6%$/b£$/td£§+51.3$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.4%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£51$/b£$br£Tasso di partecipazione: $b£41.5%$/b£ (+4.7%)","Mitte"
1211,"Isenthal UR","Isenthal (UR)","Isenthal UR","Der Kandidat oder die Kandidatin der <b>Mitte</b> setzt sich in Isenthal mit einem Anteil von 98,6 Prozent der Stimmen an die Spitze. Weitere Parteien/Listen macht mit ihrem Kandidaten oder ihrer Kandidatin 1,4 Prozent.<br><br>","Le candidat ou la candidate du <b>Centre</b> obtient le plus grand nombre de voix (68) à Isenthal. Les petits partis et les candidats indépendants obtient un voix avec son candidat ou sa candidate.<br><br>","La persona candidata del partito <b>Centro</b> finisce prima a Isenthal con il 98,6% dei voti. Il altri partiti/liste ottiene il 1,4% dei voti con la sua persona candidata.<br><br>","tab_h$tr£$td£Mitte$/td£tab_r1148tab_r2#f39f5etab_r3$td£$b£98.6%$/b£$/td£§+41.5$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£179$/b£$br£Wahlbeteiligung: $b£50.3%$/b£ (+8.5%)","tab_h_fr$tr£$td£Centre$/td£tab_r1148tab_r2#f39f5etab_r3$td£$b£98.6%$/b£$/td£§+41.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£179$/b£$br£Taux de participation: $b£50.3%$/b£ (+8.5%)","tab_h_it$tr£$td£Centro$/td£tab_r1148tab_r2#f39f5etab_r3$td£$b£98.6%$/b£$/td£§+41.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£179$/b£$br£Tasso di partecipazione: $b£50.3%$/b£ (+8.5%)","Mitte"
