"ID","Gemeinde_de","Gemeinde_fr","Gemeinde_it","Text_de","Text_fr","Text_it","Tabelle_de","Tabelle_fr","Tabelle_it","Staerkste_Partei"
6702,"Boécourt JU","Boécourt (JU)","Boécourt JU","Mit einem grossen Sprung von +46,2 Prozentpunkten ist die <b>Mitte</b> neu die stärkste Partei in Boécourt. Die Partei erhält 62,8 Prozent der Wählerstimmen.<br><br>Die <b>FDP</b> ist die zweitstärkste Kraft in der Gemeinde. Die Partei kommt auf 11,4 Prozent (+2,7 Prozentpunkte).<br><br>Den dritten Platz in Boécourt teilen sich zwei Parteien: Die <b>SP</b> und die <b>SVP</b> sind genau gleich stark. Mit je 7,2 Prozent kommen beide Parteien auf den gleichen Wähleranteil.","Des partis ou des listes issus du groupe ""Divers"" terminent premiers à Boécourt. Ils obtiennent62,8 pour cent des voix.<br><br>Le <b>PLR</b> est le deuxième parti le plus fort avec 11,4 pour cent des voix (+2,7 points de pourcentage par rapport à 2019).<br><br>Deux partis se partagent la troisième place de Boécourt. Le <b>PS</b> et le <b>UDC</b> obtiennent chacun 7,2 des voix.","NA<br><br>NA<br><br>NA","tab_h$tr£$td£Mitte$/td£tab_r194tab_r2#f39f5etab_r3$td£$b£62.8%$/b£$/td£§+46.2$/td£$/tr£$tr£$td£FDP$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.4%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£SP$/td£tab_r111tab_r2#ea546ftab_r3$td£$b£7.2%$/b£$/td£§-12.7$/td£$/tr£$tr£$td£SVP$/td£tab_r111tab_r2#547d34tab_r3$td£$b£7.2%$/b£$/td£§-9.1$/td£$/tr£$tr£$td£Grüne$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.2%$/b£$/td£§-10.5$/td£$/tr£$tr£$td£EVP$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£4.3%$/b£$/td£§+3.4$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£699$/b£$br£Wahlbeteiligung: $b£93.6%$/b£ (+52.2%)","tab_h_fr$tr£$td£Centre$/td£tab_r194tab_r2#f39f5etab_r3$td£$b£62.8%$/b£$/td£§+46.2$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.4%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PS$/td£tab_r111tab_r2#ea546ftab_r3$td£$b£7.2%$/b£$/td£§-12.7$/td£$/tr£$tr£$td£UDC$/td£tab_r111tab_r2#547d34tab_r3$td£$b£7.2%$/b£$/td£§-9.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.2%$/b£$/td£§-10.5$/td£$/tr£$tr£$td£PEV$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£4.3%$/b£$/td£§+3.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£699$/b£$br£Taux de participation: $b£93.6%$/b£ (+52.2%)","tab_h_it$tr£$td£Centro$/td£tab_r194tab_r2#f39f5etab_r3$td£$b£62.8%$/b£$/td£§+46.2$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.4%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PS$/td£tab_r111tab_r2#ea546ftab_r3$td£$b£7.2%$/b£$/td£§-12.7$/td£$/tr£$tr£$td£UDC$/td£tab_r111tab_r2#547d34tab_r3$td£$b£7.2%$/b£$/td£§-9.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.2%$/b£$/td£§-10.5$/td£$/tr£$tr£$td£PEV$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£4.3%$/b£$/td£§+3.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£699$/b£$br£Tasso di partecipazione: $b£93.6%$/b£ (+52.2%)","Mitte"
6703,"Bourrignon JU","Bourrignon (JU)","Bourrignon JU","Spec_three_parties_same<br><br>","Spec_three_parties_same<br><br>","Spec_three_parties_same<br><br>","tab_h$tr£$td£SP$/td£tab_r150tab_r2#ea546ftab_r3$td£$b£33.3%$/b£$/td£§+15.4$/td£$/tr£$tr£$td£Grüne$/td£tab_r150tab_r2#26b300tab_r3$td£$b£33.3%$/b£$/td£§+17.5$/td£$/tr£$tr£$td£Mitte$/td£tab_r150tab_r2#f39f5etab_r3$td£$b£33.3%$/b£$/td£§+10.3$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£150$/b£$br£Wahlbeteiligung: $b£60.2%$/b£ (+8.7%)","tab_h_fr$tr£$td£PS$/td£tab_r150tab_r2#ea546ftab_r3$td£$b£33.3%$/b£$/td£§+15.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r150tab_r2#26b300tab_r3$td£$b£33.3%$/b£$/td£§+17.5$/td£$/tr£$tr£$td£Centre$/td£tab_r150tab_r2#f39f5etab_r3$td£$b£33.3%$/b£$/td£§+10.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£150$/b£$br£Taux de participation: $b£60.2%$/b£ (+8.7%)","tab_h_it$tr£$td£PS$/td£tab_r150tab_r2#ea546ftab_r3$td£$b£33.3%$/b£$/td£§+15.4$/td£$/tr£$tr£$td£Verdi$/td£tab_r150tab_r2#26b300tab_r3$td£$b£33.3%$/b£$/td£§+17.5$/td£$/tr£$tr£$td£Centro$/td£tab_r150tab_r2#f39f5etab_r3$td£$b£33.3%$/b£$/td£§+10.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£150$/b£$br£Tasso di partecipazione: $b£60.2%$/b£ (+8.7%)","SP"
6704,"Châtillon JU","Châtillon (JU)","Châtillon JU","Mit einem grossen Sprung von +86,6 Prozentpunkten ist die <b>SVP</b> neu die stärkste Partei in Châtillon JU. Die Partei erhält 100 Prozent der Wählerstimmen.<br><br>Den zweiten Platz in Châtillon JU teilen sich zwei Parteien: Die <b>FDP</b> und die <b>SP</b> sind genau gleich stark. Mit je 0 Prozent kommen beide Parteien auf den gleichen Wähleranteil.<br><br>","Le <b>UDC</b> réalise une forte progression (+86,6 points de pourcentage) Il est désormais le parti le plus fort de Châtillon (JU). Le parti obtient 100 pour centage des voix.<br><br>Deux partis se partagent la deuxième place à #Gemeine_f :Le <b>PLR</b> et le <b>PS</b> obtiennent exactement le même résultat, soit 0 pour cent des voix.<br><br>","NA<br><br>NA<br><br>","tab_h$tr£$td£SVP$/td£tab_r1150tab_r2#547d34tab_r3$td£$b£100.0%$/b£$/td£§+86.6$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£170$/b£$br£Wahlbeteiligung: $b£57.1%$/b£ (+9.0%)","tab_h_fr$tr£$td£UDC$/td£tab_r1150tab_r2#547d34tab_r3$td£$b£100.0%$/b£$/td£§+86.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£170$/b£$br£Taux de participation: $b£57.1%$/b£ (+9.0%)","tab_h_it$tr£$td£UDC$/td£tab_r1150tab_r2#547d34tab_r3$td£$b£100.0%$/b£$/td£§+86.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£170$/b£$br£Tasso di partecipazione: $b£57.1%$/b£ (+9.0%)","SVP"
6706,"Courchapoix JU","Courchapoix (JU)","Courchapoix JU","Resultat liegt noch nicht vor.","Résultats non encore disponibles.","Risultato non ancora disponibile.","Resultat liegt noch nicht vor.","Résultats non encore disponibles.","Risultato non ancora disponibile.","no_data"
6708,"Courrendlin JU","Courrendlin (JU)","Courrendlin JU","In Courrendlin ist die <b>SP</b> weiterhin mit deutlichem Abstand die grösste Partei. Sie holt 47,4 Prozent der Stimmen, 21,2 Prozentpunkte mehr als die nächstgrössere Partei.<br><br>Den dritten Platz in Courrendlin teilen sich zwei Parteien: Die <b>Grüne</b> und die <b>Mitte</b> sind genau gleich stark. Mit je 13,2 Prozent kommen beide Parteien auf den gleichen Wähleranteil.","Le <b>PS</b> est en position de force à Courrendlin. Il remporte 47,4 pour cent des voix (+9,6 points de pourcentage). L'écart est important avec le <b>PLR</b> (21,2 points de pourcentage). Le deuxième parti de la commune a convaincu26,2 pour cent des électeurs (+21,8 points de pourcentage). <br><br>Deux partis se partagent la troisième place de Courrendlin. Le <b>Vert-e-s</b> et le <b>Centre</b> obtiennent chacun 13,2 des voix.","NA<br><br>NA","tab_h$tr£$td£SP$/td£tab_r171tab_r2#ea546ftab_r3$td£$b£47.4%$/b£$/td£§+9.6$/td£$/tr£$tr£$td£FDP$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.2%$/b£$/td£§+21.8$/td£$/tr£$tr£$td£Grüne$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.2%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£Mitte$/td£tab_r120tab_r2#f39f5etab_r3$td£$b£13.2%$/b£$/td£§+0.0$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£1'900$/b£$br£Wahlbeteiligung: $b£97.4%$/b£ (+59.3%)","tab_h_fr$tr£$td£PS$/td£tab_r171tab_r2#ea546ftab_r3$td£$b£47.4%$/b£$/td£§+9.6$/td£$/tr£$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.2%$/b£$/td£§+21.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.2%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£Centre$/td£tab_r120tab_r2#f39f5etab_r3$td£$b£13.2%$/b£$/td£§+0.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'900$/b£$br£Taux de participation: $b£97.4%$/b£ (+59.3%)","tab_h_it$tr£$td£PS$/td£tab_r171tab_r2#ea546ftab_r3$td£$b£47.4%$/b£$/td£§+9.6$/td£$/tr£$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.2%$/b£$/td£§+21.8$/td£$/tr£$tr£$td£Verdi$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.2%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£Centro$/td£tab_r120tab_r2#f39f5etab_r3$td£$b£13.2%$/b£$/td£§+0.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'900$/b£$br£Tasso di partecipazione: $b£97.4%$/b£ (+59.3%)","SP"
6709,"Courroux JU","Courroux (JU)","Courroux JU","Resultat liegt noch nicht vor.","Résultats non encore disponibles.","Risultato non ancora disponibile.","Resultat liegt noch nicht vor.","Résultats non encore disponibles.","Risultato non ancora disponibile.","no_data"
6710,"Courtételle JU","Courtételle (JU)","Courtételle JU","Resultat liegt noch nicht vor.","Résultats non encore disponibles.","Risultato non ancora disponibile.","Resultat liegt noch nicht vor.","Résultats non encore disponibles.","Risultato non ancora disponibile.","no_data"
6711,"Delsberg JU","Delémont (JU)","Delsberg JU","Mit einem grossen Sprung von +26,8 Prozentpunkten ist die <b>Mitte</b> neu die stärkste Partei in Delsberg. Die Partei erhält 43,5 Prozent der Wählerstimmen.<br><br>Die <b>FDP</b> steigert sich mit einem Plus von +22,6 Prozentpunkte stark und belegt nun den zweiten Platz in der Gemeinde. Der Wählerstimmenanteil der Partei beträgt neu 29 Prozent.<br><br>Die <b>Grüne</b> verliert -7,2 Prozentpunkte und damit so viele Stimmen, dass sie mit einem Wähleranteil von 14,5 Prozent nur noch auf dem dritten Platz landet.","Le <b>Centre</b> réalise une forte progression (+26,8 points de pourcentage) Il est désormais le parti le plus fort de Delémont. Le parti obtient 43,5 pour centage des voix.<br><br>Une progression significative de +22,6 points de pourcentage permet au <b>PLR</b> de devenir le deuxième parti de sa commune. La formation politique recueille29 pour cent des voix.<br><br>Le <b>Vert-e-s</b> perd -7,2 points de pourcentage. Il n'arrive plus qu'en troisième position avec 14,5 pour cent des voix.","NA<br><br>NA<br><br>NA","tab_h$tr£$td£Mitte$/td£tab_r165tab_r2#f39f5etab_r3$td£$b£43.5%$/b£$/td£§+26.8$/td£$/tr£$tr£$td£FDP$/td£tab_r143tab_r2#6268AFtab_r3$td£$b£29.0%$/b£$/td£§+22.6$/td£$/tr£$tr£$td£Grüne$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.5%$/b£$/td£§-7.2$/td£$/tr£$tr£$td£SP$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.0%$/b£$/td£§-20.7$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£6'900$/b£$br£Wahlbeteiligung: $b£87.5%$/b£ (+46.0%)","tab_h_fr$tr£$td£Centre$/td£tab_r165tab_r2#f39f5etab_r3$td£$b£43.5%$/b£$/td£§+26.8$/td£$/tr£$tr£$td£PLR$/td£tab_r143tab_r2#6268AFtab_r3$td£$b£29.0%$/b£$/td£§+22.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.5%$/b£$/td£§-7.2$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.0%$/b£$/td£§-20.7$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£6'900$/b£$br£Taux de participation: $b£87.5%$/b£ (+46.0%)","tab_h_it$tr£$td£Centro$/td£tab_r165tab_r2#f39f5etab_r3$td£$b£43.5%$/b£$/td£§+26.8$/td£$/tr£$tr£$td£PLR$/td£tab_r143tab_r2#6268AFtab_r3$td£$b£29.0%$/b£$/td£§+22.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.5%$/b£$/td£§-7.2$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.0%$/b£$/td£§-20.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£6'900$/b£$br£Tasso di partecipazione: $b£87.5%$/b£ (+46.0%)","Mitte"
6712,"Develier JU","Develier (JU)","Develier JU","Spec_three_parties_same<br><br>","Spec_three_parties_same<br><br>","Spec_three_parties_same<br><br>","tab_h$tr£$td£SVP$/td£tab_r133tab_r2#547d34tab_r3$td£$b£22.0%$/b£$/td£§+8.2$/td£$/tr£$tr£$td£GLP$/td£tab_r133tab_r2#cbd401tab_r3$td£$b£22.0%$/b£$/td£§+22.0$/td£$/tr£$tr£$td£Mitte$/td£tab_r133tab_r2#f39f5etab_r3$td£$b£22.0%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£FDP$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.0%$/b£$/td£§+6.3$/td£$/tr£$tr£$td£SP$/td£tab_r117tab_r2#ea546ftab_r3$td£$b£11.0%$/b£$/td£§-9.0$/td£$/tr£$tr£$td£Grüne$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.0%$/b£$/td£§-5.0$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£454$/b£$br£Wahlbeteiligung: $b£52.8%$/b£ (+10.1%)","tab_h_fr$tr£$td£UDC$/td£tab_r133tab_r2#547d34tab_r3$td£$b£22.0%$/b£$/td£§+8.2$/td£$/tr£$tr£$td£PVL$/td£tab_r133tab_r2#cbd401tab_r3$td£$b£22.0%$/b£$/td£§+22.0$/td£$/tr£$tr£$td£Centre$/td£tab_r133tab_r2#f39f5etab_r3$td£$b£22.0%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.0%$/b£$/td£§+6.3$/td£$/tr£$tr£$td£PS$/td£tab_r117tab_r2#ea546ftab_r3$td£$b£11.0%$/b£$/td£§-9.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.0%$/b£$/td£§-5.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£454$/b£$br£Taux de participation: $b£52.8%$/b£ (+10.1%)","tab_h_it$tr£$td£UDC$/td£tab_r133tab_r2#547d34tab_r3$td£$b£22.0%$/b£$/td£§+8.2$/td£$/tr£$tr£$td£PVL$/td£tab_r133tab_r2#cbd401tab_r3$td£$b£22.0%$/b£$/td£§+22.0$/td£$/tr£$tr£$td£Centro$/td£tab_r133tab_r2#f39f5etab_r3$td£$b£22.0%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.0%$/b£$/td£§+6.3$/td£$/tr£$tr£$td£PS$/td£tab_r117tab_r2#ea546ftab_r3$td£$b£11.0%$/b£$/td£§-9.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.0%$/b£$/td£§-5.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£454$/b£$br£Tasso di partecipazione: $b£52.8%$/b£ (+10.1%)","SVP"
6713,"Ederswiler JU","Ederswiler (JU)","Ederswiler JU","Spec_three_parties_same<br><br>","Spec_three_parties_same<br><br>","Spec_three_parties_same<br><br>","tab_h$tr£$td£SP$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£SVP$/td£tab_r121tab_r2#547d34tab_r3$td£$b£14.3%$/b£$/td£§-57.1$/td£$/tr£$tr£$td£EVP$/td£tab_r121tab_r2#87bfdctab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£Grüne$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.3%$/b£$/td£§+5.7$/td£$/tr£$tr£$td£GLP$/td£tab_r121tab_r2#cbd401tab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£Mitte$/td£tab_r121tab_r2#f39f5etab_r3$td£$b£14.3%$/b£$/td£§-5.7$/td£$/tr£$tr£$td£FDP$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.1%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£weitere$/td£tab_r111tab_r2#bebebetab_r3$td£$b£7.1%$/b£$/td£§+7.1$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£70$/b£$br£Wahlbeteiligung: $b£88.9%$/b£ (+53.9%)","tab_h_fr$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£UDC$/td£tab_r121tab_r2#547d34tab_r3$td£$b£14.3%$/b£$/td£§-57.1$/td£$/tr£$tr£$td£PEV$/td£tab_r121tab_r2#87bfdctab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.3%$/b£$/td£§+5.7$/td£$/tr£$tr£$td£PVL$/td£tab_r121tab_r2#cbd401tab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£Centre$/td£tab_r121tab_r2#f39f5etab_r3$td£$b£14.3%$/b£$/td£§-5.7$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.1%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£divers$/td£tab_r111tab_r2#bebebetab_r3$td£$b£7.1%$/b£$/td£§+7.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£70$/b£$br£Taux de participation: $b£88.9%$/b£ (+53.9%)","tab_h_it$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£UDC$/td£tab_r121tab_r2#547d34tab_r3$td£$b£14.3%$/b£$/td£§-57.1$/td£$/tr£$tr£$td£PEV$/td£tab_r121tab_r2#87bfdctab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.3%$/b£$/td£§+5.7$/td£$/tr£$tr£$td£PVL$/td£tab_r121tab_r2#cbd401tab_r3$td£$b£14.3%$/b£$/td£§+14.3$/td£$/tr£$tr£$td£Centro$/td£tab_r121tab_r2#f39f5etab_r3$td£$b£14.3%$/b£$/td£§-5.7$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.1%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£altro$/td£tab_r111tab_r2#bebebetab_r3$td£$b£7.1%$/b£$/td£§+7.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£70$/b£$br£Tasso di partecipazione: $b£88.9%$/b£ (+53.9%)","SP"
